timestamp,source,d_lat,yaw,curvature,confidence
1772589900.0502224,FILTERED,0.3581762909889221,-0.13244816660881042,9.865468018688262e-05,1.0
1772589900.0837429,FILTERED,0.3508872985839844,-0.12709730863571167,0.00011583464220166206,1.0
1772589900.1168852,FILTERED,0.34847962856292725,-0.12709511816501617,0.00011583464220166206,1.0
1772589900.1503925,FILTERED,0.3458876609802246,-0.12709274888038635,0.00011583464220166206,1.0
1772589900.1835864,FILTERED,0.34313830733299255,-0.1270902454853058,0.00011583464220166206,1.0
1772589900.2168477,FILTERED,0.34021875262260437,-0.1270875781774521,0.00011583464220166206,1.0
1772589900.250018,FILTERED,0.3371778428554535,-0.12708480656147003,0.00011583464220166206,1.0
1772589900.283442,FILTERED,0.3325573801994324,-0.12845514714717865,8.036673534661531e-05,1.0
1772589900.3166857,FILTERED,0.32927075028419495,-0.1284530907869339,8.036673534661531e-05,1.0
1772589900.350069,FILTERED,0.3258870542049408,-0.12845097482204437,8.036673534661531e-05,1.0
1772589900.3833525,FILTERED,0.32233187556266785,-0.1317833513021469,8.036673534661531e-05,1.0
1772589900.416988,FILTERED,0.3184967041015625,-0.13646410405635834,8.036673534661531e-05,1.0
1772589900.4502711,FILTERED,0.314586341381073,-0.13646180927753448,8.036673534661531e-05,1.0
1772589900.4835517,FILTERED,0.3151371479034424,-0.13691838085651398,8.532669016858563e-05,1.0
1772589900.5168998,FILTERED,0.31125780940055847,-0.13691596686840057,8.532669016858563e-05,1.0
1772589900.550624,FILTERED,0.3073563873767853,-0.13691353797912598,8.532669016858563e-05,1.0
1772589900.5837789,FILTERED,0.30343371629714966,-0.13691109418869019,8.532669016858563e-05,1.0
1772589900.6171083,FILTERED,0.29797810316085815,-0.14172133803367615,-4.192942242298159e-07,1.0
1772589900.650208,FILTERED,0.29415786266326904,-0.14172135293483734,-4.192942242298159e-07,1.0
1772589900.6835039,FILTERED,0.2902833819389343,-0.14172136783599854,-4.192942242298159e-07,1.0
1772589900.7166426,FILTERED,0.28661686182022095,-0.14172138273715973,-4.192942242298159e-07,1.0
1772589900.7503579,FILTERED,0.2828546464443207,-0.14172138273715973,-4.192942242298159e-07,1.0
1772589900.7835696,FILTERED,0.28621459007263184,-0.1395072340965271,1.8143235820389236e-06,1.0
1772589900.816704,FILTERED,0.282743364572525,-0.13950718939304352,1.8143235820389236e-06,1.0
1772589900.8501303,FILTERED,0.27924782037734985,-0.13950714468955994,1.8143235820389236e-06,1.0
1772589900.8834882,FILTERED,0.27585139870643616,-0.13950709998607635,1.8143235820389236e-06,1.0
1772589900.9167984,FILTERED,0.2725553512573242,-0.13950705528259277,1.8143235820389236e-06,1.0
1772589900.9502208,FILTERED,0.24065279960632324,-0.13272900879383087,0.0005309014231897891,1.0
1772589900.9836335,FILTERED,0.23763656616210938,-0.13271693885326385,0.0005309014231897891,1.0
1772589901.0168972,FILTERED,0.23477402329444885,-0.13270549476146698,0.0005309014231897891,1.0
1772589901.0503075,FILTERED,0.2319280207157135,-0.13269411027431488,0.0005309014231897891,1.0
1772589901.0834281,FILTERED,0.22915694117546082,-0.13268302381038666,0.0005309014231897891,1.0
1772589901.116692,FILTERED,0.2264205813407898,-0.13267207145690918,0.0005309014231897891,1.0
1772589901.1499329,FILTERED,0.2190788835287094,-0.1284411996603012,0.0002682576887309551,1.0
1772589901.1835084,FILTERED,0.21645185351371765,-0.12843571603298187,0.0002682576887309551,1.0
1772589901.216792,FILTERED,0.21380333602428436,-0.12843017280101776,0.0002682576887309551,1.0
1772589901.2501884,FILTERED,0.21109579503536224,-0.1284245252609253,0.0002682576887309551,1.0
1772589901.2835245,FILTERED,0.20844627916812897,-0.12841899693012238,0.0002682576887309551,1.0
1772589901.3173773,FILTERED,0.20573632419109344,-0.1284133344888687,0.0002682576887309551,1.0
1772589901.349982,FILTERED,0.20181117951869965,-0.13037168979644775,0.00042723483056761324,1.0
1772589901.383308,FILTERED,0.19903184473514557,-0.1303625851869583,0.00042723483056761324,1.0
1772589901.4169958,FILTERED,0.19614851474761963,-0.12733706831932068,0.00042723483056761324,1.0
1772589901.4500973,FILTERED,0.19335459172725677,-0.12732769548892975,0.00042723483056761324,1.0
1772589901.4837513,FILTERED,0.19054006040096283,-0.12731824815273285,0.00042723483056761324,1.0
1772589901.5167832,FILTERED,0.18770986795425415,-0.12730875611305237,0.00042723483056761324,1.0
1772589901.5500164,FILTERED,0.17932473123073578,-0.12166650593280792,0.0006388545734807849,1.0
1772589901.583408,FILTERED,0.17656759917736053,-0.1216520294547081,0.0006388545734807849,1.0
1772589901.6168358,FILTERED,0.17379918694496155,-0.1216374933719635,0.0006388545734807849,1.0
1772589901.6502738,FILTERED,0.17095082998275757,-0.12162253260612488,0.0006388545734807849,1.0
1772589901.6835196,FILTERED,0.16812080144882202,-0.12160766124725342,0.0006388545734807849,1.0
1772589901.7168164,FILTERED,0.1652868092060089,-0.12159277498722076,0.0006388545734807849,1.0
1772589901.7503505,FILTERED,0.16125261783599854,-0.11827579140663147,0.0006547512602992356,1.0
1772589901.7832928,FILTERED,0.1584632396697998,-0.11826034635305405,0.0006547512602992356,1.0
1772589901.8166897,FILTERED,0.15570122003555298,-0.11824505776166916,0.0006547512602992356,1.0
1772589901.8500984,FILTERED,0.15286260843276978,-0.11822933703660965,0.0006547512602992356,1.0
1772589901.8835177,FILTERED,0.15264226496219635,-0.11546087265014648,0.000747905345633626,1.0
1772589901.916806,FILTERED,0.14972707629203796,-0.11544199287891388,0.000747905345633626,1.0
1772589901.4957252,RAW,0.1788913458585739,-0.12082207947969437,0.0007467870018444955,1.0
1772589901.6935387,RAW,0.16326117515563965,-0.11780014634132385,0.0006198564078658819,1.0
1772589901.8448908,RAW,0.15715934336185455,-0.11493359506130219,0.000805377378128469,1.0
1772589901.9504335,FILTERED,0.14677436649799347,-0.11542285978794098,0.000747905345633626,1.0
1772589901.9835315,FILTERED,0.14390669763088226,-0.11540427803993225,0.000747905345633626,1.0
1772589902.016791,FILTERED,0.141067773103714,-0.11538588255643845,0.000747905345633626,1.0
1772589902.0503345,FILTERED,0.13816361129283905,-0.11536705493927002,0.000747905345633626,1.0
1772589902.0244186,RAW,0.15644250810146332,-0.11213605850934982,0.000527797790709883,1.0
1772589902.0835462,FILTERED,0.14722342789173126,-0.11244840174913406,0.0006559205939993262,1.0
1772589902.116749,FILTERED,0.14445646107196808,-0.11243226379156113,0.0006559205939993262,1.0
1772589902.150224,FILTERED,0.14171680808067322,-0.11241628229618073,0.0006559205939993262,1.0
1772589902.183466,FILTERED,0.13890793919563293,-0.11239989101886749,0.0006559205939993262,1.0
1772589902.2168114,FILTERED,0.136098712682724,-0.11238349974155426,0.0006559205939993262,1.0
1772589902.2501285,FILTERED,0.13328780233860016,-0.11236709356307983,0.0006559205939993262,1.0
1772589902.2334845,RAW,0.08956676721572876,-0.0878477543592453,8.182523743016645e-05,1.0
