timestamp,source,d_lat,yaw,curvature,confidence
1772590115.0662777,FILTERED,0.0,0.0,0.0,1.0
1772590115.0995023,FILTERED,0.0,0.0,0.0,1.0
1772590115.1324222,FILTERED,0.0,0.0,0.0,1.0
1772590115.1653726,FILTERED,0.0,0.0,0.0,1.0
1772590115.19837,FILTERED,0.0,0.0,0.0,1.0
1772590115.23147,FILTERED,0.0,0.0,0.0,1.0
1772590115.2642624,FILTERED,0.0,0.0,0.0,1.0
1772590115.2972143,FILTERED,0.0,0.0,0.0,1.0
1772590115.330308,FILTERED,0.0,0.0,0.0,1.0
1772590115.3704777,FILTERED,0.0,0.0,0.0,1.0
1772590115.4019067,FILTERED,0.0,0.0,0.0,1.0
1772590115.4354615,FILTERED,0.0,0.0,0.0,1.0
1772590115.4624531,FILTERED,0.0,0.0,0.0,1.0
1772590115.4952288,FILTERED,0.0,0.0,0.0,1.0
1772590115.5282252,FILTERED,0.0,0.0,0.0,1.0
1772590115.5612845,FILTERED,0.0,0.0,0.0,1.0
1772590115.5951416,FILTERED,0.0,0.0,0.0,1.0
1772590115.6281369,FILTERED,0.0,0.0,0.0,1.0
1772590115.6602833,FILTERED,0.0,0.0,0.0,1.0
1772590115.6933503,FILTERED,0.0,0.0,0.0,1.0
1772590115.7261975,FILTERED,0.0,0.0,0.0,1.0
1772590115.7592027,FILTERED,0.0,0.0,0.0,1.0
1772590115.7922933,FILTERED,0.0,0.0,0.0,1.0
1772590115.825308,FILTERED,0.0,0.0,0.0,1.0
1772590115.8582995,FILTERED,0.0,0.0,0.0,1.0
1772590115.8912346,FILTERED,0.0,0.0,0.0,1.0
1772590115.9243546,FILTERED,0.0,0.0,0.0,1.0
1772590115.957201,FILTERED,0.0,0.0,0.0,1.0
1772590115.990302,FILTERED,0.0,0.0,0.0,1.0
1772590116.0232863,FILTERED,0.0,0.0,0.0,1.0
1772590116.0563211,FILTERED,0.0,0.0,0.0,1.0
1772590116.089241,FILTERED,0.0,0.0,0.0,1.0
1772590116.1223075,FILTERED,0.0,0.0,0.0,1.0
1772590116.155306,FILTERED,0.0,0.0,0.0,1.0
1772590116.1884768,FILTERED,0.0,0.0,0.0,1.0
1772590116.221229,FILTERED,0.0,0.0,0.0,1.0
1772590116.2541866,FILTERED,0.0,0.0,0.0,1.0
1772590116.287216,FILTERED,0.0,0.0,0.0,1.0
1772590116.3203506,FILTERED,0.0,0.0,0.0,1.0
1772590116.3534856,FILTERED,0.0,0.0,0.0,1.0
1772590116.3864374,FILTERED,0.0,0.0,0.0,1.0
1772590116.419388,FILTERED,0.0,0.0,0.0,1.0
1772590116.4524193,FILTERED,0.0,0.0,0.0,1.0
1772590116.4854019,FILTERED,0.0,0.0,0.0,1.0
1772590116.5184593,FILTERED,0.0,0.0,0.0,1.0
1772590116.551366,FILTERED,0.0,0.0,0.0,1.0
1772590116.5842116,FILTERED,0.0,0.0,0.0,1.0
1772590116.617366,FILTERED,0.0,0.0,0.0,1.0
1772590116.6503956,FILTERED,0.0,0.0,0.0,1.0
1772590116.6834867,FILTERED,0.0,0.0,0.0,1.0
1772590116.716275,FILTERED,0.0,0.0,0.0,1.0
1772590116.7492013,FILTERED,0.0,0.0,0.0,1.0
1772590116.7822008,FILTERED,0.0,0.0,0.0,1.0
1772590116.815222,FILTERED,0.0,0.0,0.0,1.0
1772590116.848275,FILTERED,0.0,0.0,0.0,1.0
1772590116.8813603,FILTERED,0.0,0.0,0.0,1.0
1772590116.914446,FILTERED,0.0,0.0,0.0,1.0
1772590116.947616,FILTERED,0.0,0.0,0.0,1.0
1772590116.9804184,FILTERED,0.0,0.0,0.0,1.0
1772590117.0132906,FILTERED,0.0,0.0,0.0,1.0
1772590117.046244,FILTERED,0.0,0.0,0.0,1.0
1772590117.0792522,FILTERED,0.0,0.0,0.0,1.0
1772590117.1122472,FILTERED,0.0,0.0,0.0,1.0
1772590117.1453469,FILTERED,0.0,0.0,0.0,1.0
1772590117.1782,FILTERED,0.0,0.0,0.0,1.0
1772590117.211315,FILTERED,0.0,0.0,0.0,1.0
1772590117.0996163,RAW,0.37067875266075134,-0.12242056429386139,0.00013459895853884518,1.0
1772590117.2691617,FILTERED,0.36373305320739746,-0.12191980332136154,0.00011972925130976364,1.0
1772590117.277281,FILTERED,0.36373305320739746,-0.12281917780637741,0.00011972925130976364,1.0
1772590117.310465,FILTERED,0.36376065015792847,-0.1264716386795044,0.00011972925130976364,1.0
1772590117.298197,RAW,0.3511519134044647,-0.11977443099021912,4.8566245823167264e-05,1.0
1772590117.343254,FILTERED,0.3556950092315674,-0.1322898417711258,7.960004586493596e-05,1.0
1772590117.376289,FILTERED,0.35531631112098694,-0.13988685607910156,7.960004586493596e-05,1.0
1772590117.409177,FILTERED,0.3549480736255646,-0.1458093225955963,7.960004586493596e-05,1.0
1772590117.4423864,FILTERED,0.35441461205482483,-0.14580903947353363,7.960004586493596e-05,1.0
1772590117.4752417,FILTERED,0.3539016544818878,-0.14580875635147095,7.960004586493596e-05,1.0
1772590117.50818,FILTERED,0.3531804382801056,-0.1458083689212799,7.960004586493596e-05,1.0
1772590117.5079243,RAW,0.3643381893634796,-0.1281244158744812,3.6097138945478946e-05,1.0
1772590117.5410564,FILTERED,0.3595714569091797,-0.13038350641727448,7.438455213559791e-05,1.0
1772590117.5740843,FILTERED,0.35845422744750977,-0.13038286566734314,7.438455213559791e-05,1.0
1772590117.60707,FILTERED,0.3570774793624878,-0.13038209080696106,7.438455213559791e-05,1.0
1772590117.6400757,FILTERED,0.35548534989356995,-0.13038118183612823,7.438455213559791e-05,1.0
1772590117.6733341,FILTERED,0.35361817479133606,-0.13038010895252228,7.438455213559791e-05,1.0
1772590117.7070806,FILTERED,0.35146617889404297,-0.13307368755340576,7.438455213559791e-05,1.0
1772590117.6875236,RAW,0.34717491269111633,-0.12425049394369125,9.796097583603114e-05,1.0
1772590117.7392964,FILTERED,0.34681153297424316,-0.1279550939798355,0.00011773472942877561,1.0
1772590117.772448,FILTERED,0.3446089029312134,-0.12795306742191315,0.00011773472942877561,1.0
1772590117.805399,FILTERED,0.3422066271305084,-0.12795086205005646,0.00011773472942877561,1.0
1772590117.8383641,FILTERED,0.3396316170692444,-0.12794849276542664,0.00011773472942877561,1.0
1772590117.871462,FILTERED,0.33688241243362427,-0.12794595956802368,0.00011773472942877561,1.0
1772590117.904294,FILTERED,0.33397334814071655,-0.1279432773590088,0.00011773472942877561,1.0
1772590117.9373791,FILTERED,0.33093175292015076,-0.12794047594070435,0.00011773472942877561,1.0
1772590117.9096835,RAW,0.3349929749965668,-0.1286529004573822,6.216249312274158e-05,1.0
1772590117.9703202,FILTERED,0.3272860050201416,-0.12855102121829987,8.241696195909753e-05,1.0
1772590118.003348,FILTERED,0.3240189552307129,-0.12854893505573273,8.241696195909753e-05,1.0
