timestamp,source,d_lat,yaw,curvature,confidence
1772591731.731848,FILTERED,0.2861846089363098,-0.14169098436832428,-9.0252406153013e-06,1.0
1772591731.7651167,FILTERED,0.28250452876091003,-0.1416912078857422,-9.0252406153013e-06,1.0
1772591731.7738194,RAW,0.2940346896648407,-0.13918575644493103,-3.263973121647723e-05,1.0
1772591731.7983825,FILTERED,0.28607282042503357,-0.13950125873088837,-2.654753643582808e-06,1.0
1772591731.831836,FILTERED,0.282575786113739,-0.13950131833553314,-2.654753643582808e-06,1.0
1772591731.865148,FILTERED,0.27909210324287415,-0.13950137794017792,-2.654753643582808e-06,1.0
1772591731.8985581,FILTERED,0.27569249272346497,-0.1395014524459839,-2.654753643582808e-06,1.0
1772591731.9321146,FILTERED,0.27237555384635925,-0.13950151205062866,-2.654753643582808e-06,1.0
1772591731.9439652,RAW,0.2256190925836563,-0.13136540353298187,0.0009506593341939151,1.0
1772591731.9652252,FILTERED,0.24060022830963135,-0.13272802531719208,0.000528981676325202,1.0
1772591731.9985337,FILTERED,0.2376001477241516,-0.13271605968475342,0.000528981676325202,1.0
1772591732.031779,FILTERED,0.2347283512353897,-0.13270461559295654,0.000528981676325202,1.0
1772591732.065357,FILTERED,0.23188243806362152,-0.13269327580928802,0.000528981676325202,1.0
1772591732.0986848,FILTERED,0.2291008085012436,-0.1326821893453598,0.000528981676325202,1.0
1772591732.1317818,FILTERED,0.2263672649860382,-0.1326712816953659,0.000528981676325202,1.0
1772591732.1240294,RAW,0.21899744868278503,-0.12779122591018677,-2.9987051675561816e-05,1.0
1772591732.1652522,FILTERED,0.21904899179935455,-0.12844088673591614,0.00026731487014330924,1.0
1772591732.1985242,FILTERED,0.21644003689289093,-0.12843544781208038,0.00026731487014330924,1.0
1772591732.2319098,FILTERED,0.2137836068868637,-0.12842991948127747,0.00026731487014330924,1.0
1772591732.2653222,FILTERED,0.21108564734458923,-0.12842430174350739,0.00026731487014330924,1.0
1772591732.2987068,FILTERED,0.2084265500307083,-0.12841877341270447,0.00026731487014330924,1.0
1772591732.3318796,FILTERED,0.2057342380285263,-0.12841317057609558,0.00026731487014330924,1.0
1772591732.3342595,RAW,0.2040676325559616,-0.13066215813159943,0.0005949696060270071,1.0
1772591732.3652062,FILTERED,0.20178118348121643,-0.130371555685997,0.000426809536293149,1.0
