timestamp,lane_d_lat,lane_yaw,lane_curvature,lane_confidence,odom_linear_x,odom_angular_z,cmd_vel_linear_x,cmd_vel_angular_z
1770995837.292357,0.338622,-0.223535,0.001129,1.000000,0.229370,0.000000,0.575013,-0.068175
1770995837.390342,0.334809,-0.226629,0.000962,1.000000,0.229370,0.000000,0.576003,-0.070410
1770995837.490291,0.332877,-0.231643,0.000701,1.000000,0.229370,0.000000,0.577004,-0.073401
1770995837.590610,0.327549,-0.231626,0.000701,1.000000,0.229370,0.000000,0.578004,-0.074229
1770995837.690406,0.324442,-0.234153,0.000577,1.000000,0.229493,0.000000,0.579003,-0.076094
1770995837.790437,0.321440,-0.236205,0.000478,1.000000,0.229493,0.000000,0.580003,-0.077702
1770995837.890733,0.316023,-0.236194,0.000478,1.000000,0.229374,0.000000,0.581004,-0.078559
1770995837.990315,0.310602,-0.236183,0.000478,1.000000,0.229383,0.000000,0.582004,-0.079420
1770995838.090484,0.305188,-0.236172,0.000478,1.000000,0.229374,0.000000,0.583003,-0.080285
1770995838.190653,0.299773,-0.236161,0.000478,1.000000,0.229374,0.000000,0.584003,-0.081154
1770995838.290288,0.294348,-0.236150,0.000478,1.000000,0.229374,0.000000,0.585003,-0.082029
1770995838.390368,0.367895,-0.236479,0.000433,1.000000,0.229427,0.000000,0.586003,-0.072437
1770995838.490534,0.439400,-0.236743,0.000394,1.000000,0.229427,0.000000,0.587004,-0.063428
1770995838.590354,0.433977,-0.236734,0.000394,1.000000,0.229427,0.000000,0.588002,-0.064222
1770995838.690171,0.428540,-0.236725,0.000394,1.000000,0.241930,0.000000,0.589003,-0.065022
1770995838.790460,0.422812,-0.236716,0.000394,1.000000,0.241930,0.000000,0.590003,-0.065865
1770995838.890591,0.417093,-0.236706,0.000394,1.000000,0.241930,0.000000,0.591003,-0.066711
1770995838.990494,0.411367,-0.236697,0.000394,1.000000,0.239416,0.000000,0.592003,-0.067564
1770995839.090768,0.405691,-0.236687,0.000394,1.000000,0.238749,0.000000,0.593004,-0.068415
1770995839.190891,0.400037,-0.236678,0.000394,1.000000,0.238588,0.000000,0.594003,-0.069268
1770995839.290410,0.394400,-0.236668,0.000394,1.000000,0.238588,0.000000,0.595003,-0.070124
1770995839.390790,0.388757,-0.236659,0.000394,1.000000,0.238572,0.000000,0.596005,-0.070986
1770995839.490114,0.383108,-0.236650,0.000394,1.000000,0.238572,0.000000,0.597002,-0.071853
1770995839.590385,0.377462,-0.236640,0.000394,1.000000,0.238572,0.000000,0.598003,-0.072725
1770995839.690485,0.371815,-0.236631,0.000394,1.000000,0.238601,0.000000,0.599003,-0.073602
1770995839.790392,0.366164,-0.236622,0.000394,1.000000,0.238601,0.000000,0.600003,-0.074485
1770995839.890395,0.360525,-0.236612,0.000394,1.000000,0.248360,0.000000,0.601004,-0.075371
1770995839.991309,0.354638,-0.236602,0.000394,1.000000,0.253666,0.000000,0.602004,-0.076295
1770995840.090315,0.348640,-0.236592,0.000394,1.000000,0.268237,0.000000,0.603002,-0.077240
1770995840.190387,0.342303,-0.236582,0.000394,1.000000,0.274002,0.000000,0.604003,-0.078236
1770995840.290628,0.335815,-0.236571,0.000394,1.000000,0.281692,0.000000,0.605003,-0.079259
1770995840.390314,0.329139,-0.236560,0.000394,1.000000,0.285550,0.000000,0.606002,-0.080314
1770995840.490150,0.322401,-0.236549,0.000394,1.000000,0.285550,0.000000,0.607002,-0.081384
1770995840.590543,0.315633,-0.236537,0.000394,1.000000,0.277388,0.000000,0.608004,-0.082464
1770995840.690708,0.309084,-0.236527,0.000394,1.000000,0.277388,0.000000,0.609004,-0.083519
1770995840.790323,0.302520,-0.236516,0.000394,1.000000,0.277388,0.000000,0.610003,-0.084582
1770995840.893606,0.295953,-0.236505,0.000394,1.000000,0.274799,0.000000,0.611009,-0.085652
1770995840.990312,0.289462,-0.236494,0.000394,1.000000,0.267755,0.000000,0.612003,-0.086717
1770995841.090242,0.247993,-0.370214,-0.005762,1.000000,0.288466,0.000000,0.613003,-0.166899
1770995841.190204,0.237206,-0.370382,-0.005762,1.000000,0.288466,0.000000,0.614003,-0.168846
1770995841.290328,0.225411,-0.434718,-0.008673,1.000000,0.293693,0.000000,0.615003,-0.206592
1770995841.390473,0.223889,-0.471813,-0.010292,1.000000,0.294270,0.000000,0.616004,-0.227786
1770995841.490458,0.226376,-0.496304,-0.011316,1.000000,0.294270,0.000000,0.617002,-0.241429
1770995841.590446,0.230431,-0.513901,-0.012013,1.000000,0.294270,0.000000,0.618005,-0.251033
1770995841.690300,0.215305,-0.514255,-0.012013,1.000000,0.294470,0.000000,0.619002,-0.253890
1770995841.790452,0.200151,-0.514609,-0.012013,1.000000,0.294470,0.000000,0.620003,-0.256767
1770995841.890720,0.184988,-0.514963,-0.012013,1.000000,0.294399,0.000000,0.621004,-0.259666
1770995841.990370,0.169844,-0.515316,-0.012013,1.000000,0.294410,0.000000,0.622003,-0.262579
1770995842.090287,0.154663,-0.515670,-0.012013,1.000000,0.294408,0.000000,0.623003,-0.265513
1770995842.190583,0.139494,-0.516024,-0.012013,1.000000,0.294408,0.000000,0.624003,-0.268463
1770995842.290307,0.124295,-0.516377,-0.012013,1.000000,0.294418,0.000000,0.625002,-0.271433
1770995842.391366,0.109087,-0.516731,-0.012013,1.000000,0.294387,0.000000,0.626008,-0.274419
1770995842.490413,0.093879,-0.517085,-0.012013,1.000000,0.294387,0.000000,0.627003,-0.277421
1770995842.590084,0.078658,-0.517438,-0.012013,1.000000,0.294387,0.000000,0.628002,-0.280434
1770995842.690433,0.063416,-0.517792,-0.012013,1.000000,0.294465,0.000000,0.629004,-0.283465
1770995842.790164,0.048164,-0.518146,-0.012013,1.000000,0.294465,0.000000,0.630002,-0.286510
1770995842.890277,0.032909,-0.518500,-0.012013,1.000000,0.294369,0.000000,0.631003,-0.289565
1770995842.990436,0.017649,-0.518853,-0.012013,1.000000,0.294370,0.000000,0.632003,-0.292632
1770995843.090484,0.002345,-0.519208,-0.012013,1.000000,0.294370,0.000000,0.633003,-0.295715
1770995843.190387,-0.012899,-0.519560,-0.012013,1.000000,0.319066,0.000000,0.634004,-0.298796
1770995843.290779,-0.029479,-0.519944,-0.012013,1.000000,0.324047,0.000000,0.635006,-0.300000
1770995843.390364,-0.046329,-0.520333,-0.012013,1.000000,0.324896,0.000000,0.636003,-0.300000
1770995843.490727,-0.063231,-0.520723,-0.012013,1.000000,0.325307,0.000000,0.637002,-0.300000
1770995843.590180,-0.080183,-0.521114,-0.012013,1.000000,0.325397,0.000000,0.638003,-0.300000
1770995843.690256,-0.097128,-0.521505,-0.012013,1.000000,0.326981,0.000000,0.639002,-0.300000
1770995843.790444,-0.114170,-0.521897,-0.012013,1.000000,0.325478,0.000000,0.640003,-0.300000
1770995843.890903,-0.131265,-0.522291,-0.012013,1.000000,0.325355,0.000000,0.641004,-0.300000
1770995843.990163,-0.148159,-0.522680,-0.012013,1.000000,0.336448,0.000000,0.642002,-0.300000
1770995844.090626,-0.165736,-0.523084,-0.012013,1.000000,0.341082,0.000000,0.643004,-0.300000
1770995844.190466,-0.183586,-0.523494,-0.012013,1.000000,0.342323,0.000000,0.644004,-0.300000
1770995844.290348,-0.201518,-0.523905,-0.012013,1.000000,0.342552,0.000000,0.645004,-0.300000
1770995844.390254,-0.219447,-0.524316,-0.012013,1.000000,0.342552,0.000000,0.646002,-0.300000
1770995844.492891,-0.237420,-0.524728,-0.012013,1.000000,0.342921,0.000000,0.647003,-0.300000
1770995844.590683,-0.255416,-0.525140,-0.012013,1.000000,0.342921,0.000000,0.648003,-0.300000
1770995844.690349,-0.273442,-0.525552,-0.012013,1.000000,0.342932,0.000000,0.649002,-0.300000
1770995844.790830,-0.291442,-0.525964,-0.012013,1.000000,0.342777,0.000000,0.650007,-0.300000
1770995844.890361,-0.309460,-0.526375,-0.012013,1.000000,0.342824,0.000000,0.651003,-0.300000
1770995844.990162,-0.327518,-0.526787,-0.012013,1.000000,0.342824,0.000000,0.652002,-0.300000
1770995845.090340,-0.345585,-0.527199,-0.012013,1.000000,0.342939,0.000000,0.653003,-0.300000
1770995845.190302,-0.363672,-0.527612,-0.012013,1.000000,0.342939,0.000000,0.654002,-0.300000
